customer_id,age,region,tenure_months,subscription_type,last_login_days_ago,num_support_tickets,monthly_spend,engagement_score,churned
8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,25,West,8,Basic,15,4,18.3,100,0
c6ac1b04-dd1d-4cd1-811f-6bf5379ef467,50,South,28,Basic,68,1,26.52,100,0
fe54ee4b-80ff-4173-a3df-ecd70e731dd7,25,North,35,Basic,50,4,36.58,100,1
ea98fef8-d0d7-4e37-bbf2-025f4a0d2b73,65,South,34,Premium,4,1,81.36,100,0
93d563ae-51a3-4c26-937b-f79bbb44badc,30,West,2,Premium,18,1,103.27,83.78525162568708,0
d18183d1-ac2b-4cfc-85c5-1060991121e7,56,West,34,Standard,2,2,55.24,100,0
e0527739-4d40-4f1b-bca5-be2952171bf3,34,South,20,Standard,80,1,44.49,87.71929224358674,1
8570b59f-a903-4e67-bc56-8b5324acb722,69,North,10,Basic,48,1,15.92,56.226549770056565,1
46707cd6-4ced-4164-a9df-14e9389641dd,64,West,23,Standard,66,2,60.62,99.85678088779498,0
97777f10-f2d2-493f-8e85-140d0f9aeb70,19,East,49,Basic,69,2,13.39,100,1
2cd58759-e95d-4761-bc36-dc59e134edfc,19,South,56,Standard,27,1,53.15,100,0
8e4c3ab5-6d5d-4477-adc2-9178a0411612,61,West,57,Basic,83,1,19.92,100,0
582b91ee-f8e8-435b-8c00-988a7ee1011a,37,South,32,Standard,26,3,46.17,100,0
61935990-abdd-4a8f-a4b0-5c89f10bce9c,45,North,16,Basic,15,1,31.78,100,0
b2414482-5198-44d8-8643-3603c92a7d7c,66,West,15,Basic,63,2,37.75,86.38268647266828,1
4cc57e0d-2633-4018-a883-ac6e6a944054,68,North,15,Standard,74,3,64.14,85.84459093,1
89b5aab0-c121-49db-af12-b150605fb1eb,53,West,31,Standard,12,1,74.89,100,0
39b02e2a-d96e-484f-bdb0-174e7938878a,60,West,53,Premium,26,0,106.87,100,0
24f43c62-b523-40de-9b87-d29c4cfd0fc1,22,West,41,Standard,79,0,75.18,100,1
0ec0713d-ea2c-4a51-b688-d11fce4758be,55,East,8,Premium,93,3,112.37,33.70597716115654,0
6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,62,West,22,Standard,1,2,59.87,100,0
636f6e5c-2253-4706-87ad-8b268eaa5841,44,East,59,Standard,59,2,43.16,100,0
548c1d84-340d-4049-8147-65063e2bf9c9,53,East,6,Standard,8,0,46.16,92.73765215987933,0
73253aa3-ec17-4298-943d-f5b3a58e83dd,67,North,33,Premium,43,2,96.83,100,0
891f6912-17ab-4863-9efe-ef4fd8ddbbc0,24,West,33,Standard,10,1,46.79,100,0
0d31812e-30c3-4756-9453-f867b97e6224,47,West,27,Standard,68,2,75.04,100,0
9adf4709-ac75-4344-a08e-149e44b9e602,32,East,17,Standard,24,0,61.67,100,0
12a1fe7d-dfa5-4722-8a1f-c9df9a591974,47,South,54,Basic,30,0,16.91,100,1
966be275-c2fe-4954-8dfd-9531302b7831,45,West,22,Basic,14,2,36.3,100,1
378e6510-8f10-433e-abe4-2e7db96c1163,35,East,44,Basic,12,2,16.15,100,0
e8334da5-de95-4695-b579-c1437ab99428,61,North,33,Basic,53,1,16.12,100,0
e8b3d763-f4ff-4f3a-8d9d-baeb553d2625,43,South,1,Basic,78,1,23.12,11.442940397630894,1
30a5648e-efe9-43d0-b639-08bf03ece8ff,42,South,14,Standard,83,1,55.95,47.087853833173185,0
bf337a15-1e08-4f20-bdd1-51b0f64ab6ec,53,West,49,Standard,87,1,44.19,100,1
ea18d32c-7a9a-4ef5-811b-d1c4ffe3f366,42,West,25,Basic,25,1,31.22,100,0
b42a2d93-9aba-4f15-b214-90623e1a963e,52,West,33,Basic,37,1,13.73,100,1
3d44cb2c-ea45-4a41-a589-ada1345af934,32,West,3,Standard,98,0,58.64,13.160660335693242,1
48769153-c688-43fe-9255-5c758d55119e,34,East,10,Basic,42,1,11.49,100,1
a6129a1c-889d-4b76-b75c-30b561730c48,27,East,41,Basic,23,1,35.86,100,0
5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,66,South,11,Basic,22,1,29.61,100,1
774c0afa-7f4d-408c-a1ff-f6c08347f1da,21,West,36,Premium,1,1,91.88,100,0
b8f0188e-fb37-4fae-8d85-63ca193e638d,52,West,10,Basic,37,2,16.55,99.37481604836317,0
51facefa-d6f8-4f7a-82fa-1da878308631,46,South,22,Basic,23,1,26.12,100,1
501ba851-5ee6-4495-b400-29c3ea11905b,49,South,34,Basic,93,2,10.35,92.64321030999778,1
dd34aa18-9001-4ed4-8bb4-01e769f753f1,26,East,13,Standard,72,0,76.5,64.30864448408757,1
0426fcc9-255b-40e2-bdc2-b74b38a56b49,57,North,32,Standard,33,3,58.07,100,0
95831d58-ef4c-4119-8da5-d39b42c21797,65,West,57,Basic,50,1,33.08,100,0
4b91b8cb-6ae6-4582-b852-b3cd9442b5e6,25,South,12,Standard,25,0,70.9,100,0
3ae28023-5472-4d2d-b239-9ffb27046f25,51,North,22,Basic,58,1,36.02,100,1
3ee82983-d557-4241-91dd-b9bf613d2de9,26,West,21,Standard,54,1,54.5,100,1
f186e47a-a794-4320-8cf6-e8b87fd238c3,50,North,5,Standard,69,3,70.4,50.245368323683316,0
c36b9a0a-41e0-4a89-966a-9ce7af521b94,35,East,3,Standard,90,1,76.51,20.28451067246293,0
b93b17fb-f76d-45fd-bd16-45a0d253d966,68,South,57,Standard,59,0,53.62,100,0
75f8e3a8-7d97-4c0f-bd56-09c4a4461663,18,South,3,Standard,20,2,50.78,100,1
5a2837b2-cb83-43f2-bb96-f6022b115c36,29,East,27,Standard,32,2,64.12,100,0
8bea75c1-b866-47aa-a3d4-526b2b54ff7a,62,North,9,Standard,62,3,77.93,55.29728674091761,1
e3ad64d4-eab9-4b02-af1d-c1217d024c6d,45,South,44,Basic,83,0,11.93,100,1
f50d7a37-a44d-4fec-bd85-d7fa8ac97b01,69,North,37,Basic,80,1,21.94,100,0
d6cd3155-08a8-4c7f-8621-38ad0f09105c,26,South,13,Standard,91,0,52.29,40.13103048,0
d1682e09-f1f7-4904-9307-5157d8c128e7,59,South,9,Standard,76,2,75.27,58.43472989428066,1
01a25ed1-c3ab-45f1-8c6b-7074ab102c9b,54,East,28,Standard,87,0,64.76,100,0
a175a9c3-d7b1-42a9-a332-a50e6992896e,31,East,26,Standard,79,0,50.05,100,0
26a9e100-b509-409b-9166-58ce3b3f3800,63,East,15,Basic,68,5,14.25,67.04921690678724,1
74bd0c93-8177-4661-b7fe-032c02571851,33,South,28,Basic,21,7,24.47,100,1
a3422e50-9e2a-4324-8f79-a8a75f8a14bd,43,South,26,Standard,16,3,77.47,100,0
e9aa144b-9dd4-4675-af14-5064aab07015,40,East,48,Basic,87,0,38.38,100,0
0406ff44-7ce4-4679-a8c6-dbc07bb3447b,42,North,59,Basic,85,1,27.22,100,1
694d7b00-8d38-4327-883f-13c601b158e9,41,West,60,Standard,1,1,49.45,100,0
b8e19f56-8787-4a21-8448-2a220308aa5e,67,East,1,Basic,61,0,25.58,40.28716675535813,1
49646b96-fa3c-4628-8926-21df465568b7,66,West,40,Standard,90,1,72.76,100,0
b2a6e468-d02b-4243-8091-3ac10463750e,32,West,18,Standard,64,0,52.85,77.43697567,1
f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,45,East,40,Standard,32,2,43.37,100,0
eb053fc4-1b65-4dab-ade4-6e91e8e6e840,28,West,51,Standard,12,0,48.56,100,0
3db02235-261e-4555-863e-1f2a18a806ef,46,West,19,Basic,59,2,27.92,100,1
409e7a80-86c5-41d6-9ea9-f50831227592,47,South,53,Basic,18,2,37.31,100,0
cb80f288-446f-44dd-9abc-a6e5d0b1e3eb,36,West,7,Standard,36,1,64.47,100,0
f5948a54-5f80-4eeb-943a-9aff659b0105,47,West,6,Standard,60,2,70.27,55.36838727940173,1
3e42df5b-90a3-4bbf-b580-e05067f1698c,28,East,25,Standard,45,1,40.83,100,0
4ccb2355-39d1-47ff-b27e-1442fd7fe973,18,North,42,Basic,61,1,38.21,100,0
14a34f7f-d90d-419b-93fb-e043af1d5a1a,49,West,11,Premium,38,1,97.12,98.68616776943311,0
a65f7b8a-dbb4-4021-bdde-64afa75b395a,42,East,35,Premium,85,2,95.12,100,1
67c0518b-17ef-4621-881c-79d4c27437eb,21,South,51,Premium,8,2,119.26,100,0
79db7862-8d7d-4772-a08e-2f5c61177270,20,North,53,Standard,15,4,58.29,100,1
b3eda8f1-026b-4383-a301-ec030e5d8c6a,68,North,30,Basic,79,3,14.81,100,1
d867888b-7ff6-4824-952a-eaec2bdfcb41,28,North,49,Standard,35,3,40.74,100,0
54ce26be-c8cc-42c2-a518-a4186f14b3f6,35,East,18,Standard,77,5,43.16,83.73813453063559,1
f94d8fcb-dba3-496f-ba32-3f6990dbfad6,62,East,18,Basic,51,1,29.8,97.90142180953357,0
eb4d8f42-8735-40a2-a511-09611869a217,50,South,13,Basic,60,0,15.14,78.34045566478106,1
e6b9d31a-361f-4d90-bad1-fa330ae4ac11,27,West,18,Basic,56,4,15.17,100,0
9118c400-e336-4243-b139-c476de3ce88b,54,North,11,Basic,12,1,31.2,100,0
ec95b3ac-0beb-4c34-8566-7c4879ba630a,33,South,30,Standard,30,0,53.95,100,1
47c68688-ecf3-4053-af36-b8cc13087974,59,North,38,Basic,99,2,32.41,100,1
a879d8f8-9042-4eb7-8b04-0f53e63949d4,59,West,32,Basic,52,1,34.18,100,1
d9b59f84-edc3-41c3-adea-2d2d086c405f,67,East,35,Premium,74,1,98.83,100,1
3508507a-f622-4842-8402-2b3c508211a5,30,East,5,Standard,74,1,54.11,29.466401955625532,1
d218c9d6-c093-4fb0-a4e9-bcfd9647ff9f,27,South,55,Basic,42,1,33.75,100,0
edcabf94-65f6-4a53-9226-a8b3b674410d,53,South,9,Standard,75,1,59.21,51.162555646180984,0
905f9096-2996-46e2-8c9d-690713b22cec,42,North,6,Standard,90,1,64.65,32.996783072459934,0
d9750f00-d5ab-48ae-9112-fbc03d8f95f4,56,South,59,Standard,91,2,45.62,100,1
8a624cbd-e582-4678-ad52-29dd639fc471,20,South,25,Basic,57,2,34.72,100,1
bd5ff093-c16f-4bcc-a243-bed754ec3f33,64,East,50,Basic,3,2,28.01,100,0
b076a7dc-fd0c-4433-8a5e-151b23d3cd4c,23,East,19,Standard,64,0,63.05,100,0
bed63da0-8033-45c2-9413-d64db962c8a7,61,West,44,Standard,58,2,48.63,100,0
1901ef87-0dbf-4caf-988a-3f87f96d40f8,54,North,54,Standard,7,4,48.65,100,0
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,34,East,7,Basic,21,0,30.28,85.82417416422102,0
9d264599-c4dd-4df5-9aec-56a857311609,55,South,27,Standard,20,2,45.15,100,0
f80b2cea-658e-44a2-9879-cf35f4719986,44,East,44,Basic,78,2,11.6,100,0
a255e1bb-0795-4c1f-938d-6b8cc607b1e9,45,East,40,Standard,6,1,66.56,100,1
735741e5-fe1a-4ba9-8896-9c5b45f8c28d,68,East,4,Basic,83,0,11.06,25.89603196244031,1
8d93e14a-5b16-4158-ba67-470c7d98302f,46,East,11,Standard,73,2,72.66,59.03135163503191,1
2f8c83e5-6e8d-4644-a01b-fbcbf0eebcce,49,West,32,Premium,99,3,98.56,100,1
614c721d-a921-4b4c-95fb-e976ae007b7e,29,South,14,Premium,85,4,80.8,65.06170010783667,1
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,23,East,28,Basic,77,0,16.54,94.75473406537043,1
12d15585-b68e-47fa-bf17-5534cc4d5819,39,East,7,Premium,15,2,96.16,100,0
6147adeb-277b-4667-8499-d0a615007170,66,West,48,Standard,43,0,57.04,100,0
277eb0aa-a247-441d-88ad-0899b630794d,34,North,51,Standard,57,5,60.34,100,1
5c56d9bc-5111-431d-a3be-441dbd5a0c9e,26,West,53,Standard,89,2,71.35,100,0
f165d779-0154-4950-976d-e21f1b46ebdc,61,East,48,Basic,7,0,14.44,100,1
c2e79a98-5c23-4d8d-b1da-35b94eea9db8,37,West,13,Premium,0,4,101.09,100,0
16591c89-21eb-4aa9-9a2b-d69c450f69ee,37,South,34,Basic,63,1,28.36,100,0
8e969227-72e7-4b51-ae54-ac6d2ff8e87e,67,South,26,Standard,27,1,77.86,100,0
1a7167c7-6875-4545-832f-52c48e0370cf,64,West,10,Basic,64,0,17.4,66.44552165571152,0
8de1596c-5a9a-406a-96f1-42a206b919aa,35,West,35,Basic,61,1,36.01,100,1
c8d0f9e5-9919-45ea-98d0-0c2c17d30f32,60,North,21,Basic,45,5,28.79,100,1
0328c136-629e-43d8-9d1c-a267530ddda6,68,West,49,Standard,58,3,72.5,100,0
c777a07f-6346-44ef-a9ef-74e34ab6821c,64,North,58,Standard,70,0,78.26,100,1
8f3dc97f-e6b0-4a0a-b98f-5dbe15aede0f,67,South,50,Basic,19,2,10.86,100,0
3e245fbf-fa69-4cd2-be23-90f3e7bbaefc,69,South,51,Standard,84,1,72.46,100,0
af70de70-2b69-495e-8567-1b58926bffa5,18,South,4,Basic,99,1,28.87,2.2359983267431627,0
44d7df9a-238b-45b7-ab64-777c6177a771,25,West,46,Basic,31,1,16.34,100,1
255bfc1c-7e3d-4ee4-84b6-4ec14d16f049,44,North,40,Standard,30,1,46.4,100,0
46a56fe8-6f46-41b1-aace-1aa9103246b3,20,North,14,Basic,37,1,26.15,97.49319012948345,1
c85cd714-7bf6-4552-8cbc-90446bcd5ce7,35,East,59,Standard,9,0,71.04,100,0
f1b88d65-406f-44d6-9c72-aebd13b11e59,18,East,3,Standard,8,0,60.82,100,0
7eece88d-a002-452a-b88c-ddde3f2086c2,32,East,31,Premium,71,2,86.31,100,0
75366b9f-320f-42c0-9dde-01889803b22e,64,South,33,Standard,64,3,46.99,100,1
01bb819c-4dfe-4117-a2af-711f1b628a9d,46,West,52,Premium,65,2,115.88,100,0
d773f98d-550c-4fe9-a54c-11d9f2e61828,53,North,36,Standard,30,1,75.66,100,0
dcb9075e-cdd7-4460-a140-77d39ec4ea48,32,South,3,Basic,39,0,34.48,85.88447176240112,1
6e3cdd4f-55b1-45e4-b0b2-7304545cd88d,53,East,37,Standard,72,1,71.12,100,0
a6aa59e5-dc08-4f29-92d3-3488d0c30018,41,East,7,Standard,98,3,45.2,21.57515418428204,0
4ce953a7-22d9-4db3-982a-2277f966d59f,57,North,4,Standard,28,1,60.9,83.70648297884306,0
b1fead13-f280-4f1d-9a6c-0db952171c88,32,East,34,Basic,36,0,36.28,100,1
2d79a2d1-506e-40c7-baa0-61e9336b00cb,34,South,24,Premium,70,1,103.57,100,0
51b30182-f7fe-404f-a5f3-0779f6ee5cdb,57,South,4,Basic,27,3,36.1,73.71365485620792,1
a205e54f-b1e8-409d-bc20-b9f24a9c589e,48,North,53,Basic,54,2,15.71,100,0
c82f78fd-936c-431c-b7bf-52447db2a7aa,62,North,7,Standard,12,2,41.39,100,0
47c1c017-6045-4909-936d-47d73e0f84ce,52,South,52,Basic,93,3,19.73,100,1
5d71a898-6497-4593-892e-8c93d105c8d6,50,South,14,Standard,20,2,42.24,100,1
33261887-9058-41df-ae9b-f3e11d27c09a,63,South,33,Standard,38,1,75.59,100,0
2e0fb5b3-8bae-491e-bf4c-c10f979c30cf,24,West,29,Standard,99,3,45.4,71.45422598721817,0
06e3f949-8cd3-4c62-8482-9b71ae84b81c,32,West,49,Basic,9,0,29.54,100,1
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,67,East,20,Standard,54,1,45.3,96.36239401624483,0
cc351e4f-703e-457f-b5ab-8466b5578b00,67,North,16,Basic,67,2,25.95,86.70486086079691,1
11b461e9-b15d-472d-94ce-e27c4a94ae9f,67,East,53,Standard,95,2,73.31,100,1
cb881c32-cbb0-4a8b-9908-a121d1a7ba20,46,South,3,Standard,54,0,67.92,50.709627519073344,0
23a13e20-7fd2-45ee-ac48-436668bd80d7,20,South,35,Basic,28,3,18.41,100,0
40afbf3f-3df5-4967-8d86-70bda2224f96,52,South,47,Basic,13,0,28.35,100,0
6c521d13-b719-4b68-a775-ee42a89e22f2,66,North,52,Standard,74,1,43.41,100,0
72f60958-12ef-4101-a082-786fca00ef58,57,North,43,Basic,26,2,11.24,100,0
950df1a0-7aaf-4001-9912-316afd9e8e20,54,South,25,Basic,85,2,28.65,86.11520093228519,1
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,42,West,24,Basic,38,2,24.7,100,0
6b15c11b-b113-450b-9ea0-50c6eb9ed274,28,South,1,Basic,75,3,20.77,14.898977384606633,0
f7eae66e-ca6c-4f9b-8969-71018b2c550a,63,West,10,Basic,73,1,20.43,67.52547311,1
cff2b1c4-e53f-4644-b39e-4df25c0a1feb,21,North,50,Basic,80,2,30.58,100,0
ea163354-a35f-49c1-9804-95628972abbd,58,South,45,Basic,50,2,32.98,100,1
3f8c1097-c4da-4c2e-9bff-a27915c1604f,51,South,54,Basic,80,1,31.93,100,0
2a9528c3-5ae1-4bad-aa29-60fda85894df,47,West,21,Premium,24,0,105.26,100,0
902f3465-0b57-4720-9cd8-758ba5a1c825,54,West,24,Premium,8,0,82.69,100,0
a590fd3c-ad6e-4c57-a520-c3d0fbcdbf5e,44,South,21,Basic,70,0,28.34,96.83455014854216,0
54e38579-c0af-4193-b780-ef2f664d5922,40,North,34,Basic,98,0,15.93,94.08908864668386,1
1b1f2eb1-6e32-45a8-8bd5-cc86f73936e9,50,North,55,Basic,92,1,35.51,100,0
38d5101f-423c-4d9d-993e-478302b34254,28,South,39,Basic,52,3,17.68,100,0
8ed8a80d-84cf-4e39-bf31-c29f82bbad84,44,West,19,Standard,37,2,45.32,100,1
38958939-9342-409f-b00a-c64c949cd8d4,18,North,7,Premium,79,4,99.45,31.922157280823157,1
768b4f7e-6421-4e66-9fc6-4cd0721e8b1f,56,North,16,Standard,17,0,69.94,100,1
b0c07fcc-96ad-44df-adf7-5924c5b8386b,27,South,5,Basic,25,1,20.33,85.77341971382879,0
ff69723d-584f-485b-a697-384d801e8690,61,North,37,Premium,32,2,89.28,100,0
4ba17233-1ac3-4f31-bb96-e2d10649bcf6,50,West,32,Basic,1,0,27.26,100,0
15fa9483-f633-4c2d-aba9-00e16a7d5d96,40,South,24,Premium,37,0,107.77,100,0
baeb286b-f0d0-470f-94d1-3d551db6b844,38,East,52,Standard,60,3,71.68,100,0
57d337d3-4fd8-4bbb-992c-11072444d301,24,South,39,Premium,86,4,101.92,100,0
8567c805-34f5-41c0-88c5-eb2a7490adeb,25,South,32,Standard,78,2,75.88,100,0
18fdd2b9-79e5-49aa-992a-35497ba109d0,25,East,48,Standard,44,2,42.96,100,1
73d39457-b25f-43df-b8d4-9848702ba49f,42,South,32,Premium,31,5,104.64,100,0
0b705933-4cde-4b6b-9132-567c51a40d2a,61,North,23,Premium,0,2,110.98,100,1
05c8234b-1d76-4a66-b5f5-9cb0cf685878,37,West,1,Standard,33,1,78.04,69.22172230039274,1
1bff3142-a5e1-4b55-97d3-f4ddd963dc72,38,West,13,Basic,3,3,14.28,100,0
ee0f65a8-2a13-4c1f-8cd0-15c1ad5900dd,69,South,47,Standard,29,4,63.09,100,0
84182d35-3e71-4433-bd90-b81afbe0e6b8,29,East,34,Standard,86,1,74.64,100,1
54bbbcf8-28fe-4761-8d49-fe3f2ca8f783,41,South,35,Standard,31,0,44.76,100,0
76492e64-f55d-4e6d-ad26-8b378f5242d3,53,South,42,Standard,73,1,66.87,100,1
a137f8e4-67b1-4040-8c39-b9253b5ae288,57,East,13,Basic,85,1,24.82,49.95361479959054,0
a84554c3-a3f6-4c61-afb7-0dab2f383b43,21,South,5,Basic,28,4,29.3,67.20981306510288,1
bcc57be0-0779-450a-a544-e3136ea05d13,66,North,10,Basic,65,3,13.15,85.26817116042392,0
7317591a-3283-4aa4-a212-ab7c9d361cb6,38,North,28,Basic,71,0,31.52,99.09523006559411,0
0123a348-638a-4df6-adf7-2cd3979aa051,26,East,60,Premium,4,3,110.31,100,1
47419b48-34ae-4abd-b6fc-e0acb4698db3,67,South,22,Basic,83,0,23.1,84.61115958856178,1
cbc72f1a-cf08-4a54-b429-9924c0986750,51,West,5,Standard,76,4,58.38,54.37137811,1
ccac2fb5-1a0c-4c04-93cd-129110042d82,19,South,38,Standard,81,2,57,100,1
5da49cb9-2fdc-4992-8971-8eeadf3a098a,41,North,44,Standard,26,0,49.61,100,0
1d2c2721-7522-4646-b273-75bf5373bf4d,40,South,7,Standard,38,3,66.15,78.01401964325827,1
7d4ed26e-dcd5-4fae-abb3-16a743299780,27,West,9,Standard,45,2,65.81,74.37059316667884,1
503b4078-a39c-4ec6-b746-4c02871854c1,19,East,9,Basic,17,2,26.75,94.92714327,0
647dc392-9c7e-4575-a37d-dcd698d3148b,69,West,50,Standard,76,3,58.13,100,0
5a1baf0e-5911-46dc-9d3e-503a9645f0e4,36,North,21,Standard,52,1,75.78,99.11058881946651,1
2c2ac34b-9e0b-4b01-b536-59efd873dad9,53,South,31,Basic,17,2,36.99,100,1
ccf4ffb0-b4bb-473f-ac70-51d1d051267f,18,East,21,Premium,95,0,89.41,75.83155656013174,0
97154633-9d4e-4b71-ab2e-c80e4c255823,25,East,10,Standard,74,3,65.2,50.31123024802631,1
502cf0ee-224a-46a6-ac0f-680115b24e1d,41,West,34,Standard,56,1,71.38,100,0
1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,20,North,5,Standard,11,1,72.19,96.92168721766065,0
243012da-b185-4eb8-9f90-fc872edc017e,66,West,17,Standard,69,1,67.15,91.32753095905261,0
98af5cca-6b11-47cb-a372-542482c56b21,24,East,18,Premium,9,2,98.22,100,0
6c4c450b-623a-40fc-9326-7d25234b4562,33,South,5,Standard,37,1,41.7,90.52346362298007,0
8991b01a-a2b0-4c4b-bc96-6b552f8d8ded,18,West,4,Premium,85,2,100.74,38.36455574324845,1
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,69,North,23,Premium,56,1,88.9,100,0
2ab7b2ef-8e0e-4033-ac59-1da8fff96acf,62,South,43,Basic,96,0,12.87,100,0
2fe5b140-23ea-4956-89f1-137d7d592e19,40,North,9,Standard,95,2,54.13,43.317778845209524,0
9e91a71c-7374-4cbf-978c-57d3508850d3,64,South,1,Standard,37,0,50.5,66.67193656095696,0
f3abea0d-5be9-4db3-9d92-dd7c0db977a9,20,North,48,Basic,39,1,15.36,100,1
31f3f0c0-22f3-4068-bc0f-549d02740f73,55,North,17,Standard,35,0,45.44,100,1
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,21,North,56,Basic,38,0,18.2,100,0
68bd075b-7eb6-481e-a72f-947d816462cb,49,North,48,Basic,53,4,22.42,100,1
b5cbe3f5-6a66-4184-bde1-bf5daf4847f0,29,North,1,Basic,46,1,11.06,46.97454367610478,0
2ad11fe8-7d1b-495e-b1a0-449dd703262f,41,North,11,Premium,50,0,107.01,95.19493023,1
cbbed980-07e6-4cb0-90bd-e9001529e6f5,61,West,10,Standard,29,0,42.45,82.17016553328273,0
085eb489-4ac6-4780-b874-9f3cc2d49b56,20,West,26,Standard,90,1,73.75,72.76402189331833,1
49e64c22-89a0-47eb-b98f-569b465cc2cb,32,East,59,Standard,43,1,72.76,100,0
90ce77e9-7513-43b9-87de-96ea2b0fbe44,39,South,30,Basic,15,0,28.28,100,0
7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,32,South,25,Premium,20,0,103.85,100,0
929d6377-1cfb-455f-82c4-2e488cbadae5,35,South,53,Basic,96,4,15.08,100,0
8b0901ab-c66d-4eb3-8494-5e091d3ca5a4,48,North,57,Basic,86,2,24.99,100,0
8ac35ac4-5dea-4737-bdab-3441d2c2a960,28,North,19,Basic,41,2,18.5,100,1
c28fa16b-0aa6-4cb9-81bc-be59d296a12d,43,South,11,Basic,19,0,25.57,100,0
37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,57,East,21,Premium,34,1,108.53,100,0
bc69c155-1a37-46bd-acd6-f011fd61f13b,52,South,33,Standard,38,1,60.54,100,1
3f5e3b8c-c058-4da5-a757-075bd47f83b1,53,West,48,Basic,89,1,18.86,100,0
0840405a-ffd2-4491-9ff3-89aa4c36a70c,29,East,40,Basic,13,1,15.81,100,0
dcb91d5f-593c-472b-8347-dbca7321a8b2,68,South,5,Standard,38,3,48.44,70.99112824146188,0
dd83ad03-7066-4289-9644-84a0d1151fff,60,South,48,Standard,17,2,60.64,100,0
cfd7f3b9-c68f-4ba5-9e0d-02b5fe7402cd,50,East,58,Premium,23,1,106.76,100,0
bcd4344f-cf8a-468e-b5ba-93573ca87f31,65,East,15,Basic,61,1,14.4,82.66721284770844,1
dc6dafff-59c2-4153-b06b-0f0c96822e22,18,East,12,Basic,55,2,29.64,83.05486428,1
6d9c5b50-a1fd-4187-9c3a-1e0bb5f3f8aa,37,West,33,Standard,2,5,47.01,100,0
c8ebe27a-23a4-470e-9dbc-15c02a7dc57c,47,East,29,Premium,40,2,87.58,100,0
ce315937-34fa-42b6-9043-7e4c34e50699,67,East,22,Basic,1,0,17.91,100,0
88438de2-59cf-4b0d-91f0-647d0f321333,22,South,51,Standard,61,1,74.62,100,0
2b1ac76c-89ec-4c51-98cb-aa5247f53019,31,West,47,Premium,61,0,119.81,100,0
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,55,North,51,Standard,29,1,53.08,100,0
f3d04ffb-4470-4848-929e-cc924a11be44,33,South,21,Standard,3,2,66.48,100,1
e67093a0-fc48-4615-83b0-b35cdba6fdf8,38,East,30,Basic,67,2,13.15,100,1
22b5f457-1860-4d28-90af-b235ade68f51,57,East,45,Basic,83,4,13.02,100,1
695e5ea9-c923-4c64-8006-2b5bf67839b2,25,West,9,Standard,60,2,60.99,76.76835746936173,0
46feacd4-fe13-43cd-8f2d-5c15eb346d3a,36,South,38,Basic,52,4,36.44,100,1
b390b059-207b-4e21-a7e8-d18eddf6d4ac,25,East,32,Standard,40,1,76.72,100,0
257035db-3fea-490a-a1f8-072dddb7570e,65,North,28,Premium,53,0,91.53,100,1
3f5fbf4f-d417-4230-9274-ee11b61df906,25,East,42,Basic,62,1,24.1,100,0
64880945-ad1d-4537-97f3-4368c2efeecb,50,West,51,Standard,3,2,52.48,100,0
a1e518a2-93d2-48d4-a465-5c397d4d2add,42,West,10,Premium,39,0,105.46,96.40630726178586,0
600b4b35-6a0a-47d5-a0b8-575544caa5a2,61,South,26,Standard,55,0,50.94,100,0
cb6ad0c7-a235-4dd4-9355-08d073b5bad5,55,East,8,Basic,95,0,32.75,16.26257114634184,1
67213a70-17d5-4f59-84d5-98f7e14fe093,48,North,29,Basic,20,2,14.29,100,1
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,57,South,32,Basic,52,1,20.19,100,1
7466ef02-5e7b-42c8-a097-dedbefb3b939,27,East,52,Standard,66,3,52.25,100,0
94fb09f0-53c9-4ae7-bcf0-7bb3f343d9eb,51,West,38,Basic,3,2,30.6,100,0
d8dff535-c62d-4aea-9e70-bd3000a21367,52,West,15,Basic,5,3,13.41,100,1
f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,26,South,36,Standard,61,0,70.16,100,0
b28187c4-aa05-4442-a284-e8fd755cee2a,33,East,42,Standard,73,0,48.6,100,0
cbb18c79-1036-408d-99a0-90075bb47c18,23,East,14,Standard,78,1,56.01,80.86385264,1
f7d7465d-37c3-43c9-a5d0-b51788d00abd,32,West,26,Premium,60,0,80.06,100,1
7ea5a387-363b-45cb-9329-37246dfd171a,67,North,60,Basic,87,0,32.73,100,0
48998e5f-d40e-43ce-92a7-4a4144bed486,36,South,60,Standard,14,4,73.4,100,0
216e9fe5-93f3-4596-8c1c-8b0556771f36,18,East,31,Premium,96,0,111.63,94.87468974156309,1
